time,cpu@tsung_controller@ip-172-31-32-225 
0,7.660719989049595 
10,0.7976071784646062 
20,0.5486284289276808 
30,0.5486284289276808 
40,0.5486284289276808 
50,0.5486284289276808 
60,0.5486284289276808 
70,0.5486284289276808 
80,0.5486284289276808 
90,0.5486284289276808 
100,0.5486284289276808 
110,0.5486284289276808 
120,0.5486284289276808 
130,0.5486284289276808 
140,0.5486284289276808 
150,0.5486284289276808 
160,0.5486284289276808 
170,0.5486284289276808 
180,0.5486284289276808 
190,0.5486284289276808 
200,0.5486284289276808 
210,0.5486284289276808 
220,0.5486284289276808 
230,0.5486284289276808 
240,0.5486284289276808 
250,0.5486284289276808 
260,0.5486284289276808 
270,0.5486284289276808 
280,0.10010010010010009 
